partenza,arrivo,km,origine_stima
VILLANOVA D ASTI,ASTI,25.62,cammino
VILLANOVA D ASTI,TORINO PORTA NUOVA,30.16,cammino
VILLANOVA D ASTI,TORINO STURA,38.69,cammino
VILLANOVA D ASTI,TROFARELLO,17.13,adiacenti
VITTUONE ARLUNO,MILANO CENTRALE,24.72,cammino
VITTUONE ARLUNO,MILANO PORTA GARIBALDI,20.96,cammino
VITTUONE ARLUNO,NOVARA,27.26,cammino
VITTUONE ARLUNO,RHO,19.93,cammino
VITTUONE ARLUNO,TORINO PORTA NUOVA,127.33,cammino
VOGHERA,ALBENGA,177.68,cammino
VOGHERA,ALESSANDRIA,38.115,cammino
VOGHERA,ANCONA,601.603,cammino
VOGHERA,ARQUATA SCRIVIA,71.165,cammino
VOGHERA,ASTI,72.41,cammino
VOGHERA,BOLOGNA CENTRALE,410.331,cammino
VOGHERA,CASTELBOLOGNESE,453.535,cammino
VOGHERA,CESENA,480.12,cammino
VOGHERA,DEIVA MARINA,164.013,cammino
VOGHERA,FAENZA,446.507,cammino
VOGHERA,FIDENZA,150.403,cammino
VOGHERA,FIORENZUOLA,136.928,cammino
VOGHERA,FORLI,462.235,cammino
VOGHERA,GENOVA BRIGNOLE,109.49,cammino
VOGHERA,GENOVA P PRINCIPE,112.114,cammino
VOGHERA,GENOVA PIAZZA PRINCIPE,106.95,cammino
VOGHERA,IMOLA,445.729,cammino
VOGHERA,IMPERIA,201.52,cammino
VOGHERA,LIVORNO CENTRALE,288.657,cammino
VOGHERA,MILANO CENTRALE,63.036,cammino
VOGHERA,MILANO LAMBRATE,59.256,cammino
VOGHERA,MILANO PORTA GARIBALDI,84.516,cammino
VOGHERA,MILANO ROGOREDO,53.465,cammino
VOGHERA,NOVI LIGURE,59.715,cammino
VOGHERA,PARMA,198.083,cammino
VOGHERA,PAVIA,24.86,cammino
VOGHERA,PESARO,541.965,cammino
VOGHERA,PIACENZA,115.289,cammino
VOGHERA,RIMINI,508.565,cammino
VOGHERA,RONCO SCRIVIA,81.65,cammino
VOGHERA,SAVONA,140.33,cammino
VOGHERA,SESTRI LEVANTE,152.045,cammino
VOGHERA,TAGGIA ARMA,217.5,cammino
VOGHERA,TORTONA,16.2,cammino
VOGHERA,VENTIMIGLIA,239.87,cammino
