partenza,arrivo,corse,con_misura,con_durata,durata_tot,ritardo_tot,in_ritardo,mesi,primo_mese,ultimo_mese,km,qualita_km,durata_media_min,ritardo_medio_min,min_per_100km,ritardo_per_100km,km_h_programmati,km_h_effettivi,pct_ritardo,attraversa_stretto
ISERNIA,NAPOLI CENTRALE,7750,7007,7750,931167.0000,34763,1766,55,2019-11,2026-06,124.3300,ufficiale,120.1506,4.9612,96.6384,3.9903,62.0871,59.6251,25.2034,False
REGGIO CALABRIA CENTRALE,SIBARI,591,568,591,142384.0000,2138,99,46,2019-11,2026-07,249.5500,ufficiale,240.9205,3.7641,96.5420,1.5083,62.1491,61.1931,17.4296,False
FIRENZE S MARIA NOVELLA,GROSSETO,15751,14181,15751,2952650.0000,41111,2092,82,2019-10,2026-07,194.2000,ufficiale,187.4579,2.8990,96.5283,1.4928,62.1579,61.2113,14.7521,False
BOLOGNA CENTRALE,VERNIO MONTEPIANO CANTAGALLO,1139,1101,1139,65860.0000,1831,105,25,2019-12,2025-09,59.9700,ufficiale,57.8227,1.6630,96.4193,2.7731,62.2282,60.4885,9.5368,False
BARLETTA,SPINAZZOLA,2353,2318,2350,148601.0000,4712,219,22,2019-10,2022-06,65.6800,ufficiale,63.2345,2.0328,96.2766,3.0950,62.3204,60.3794,9.4478,False
BUSTO ARSIZIO,MILANO PORTA GARIBALDI,370,355,370,11235.0000,2456,97,32,2019-10,2026-07,31.5800,ufficiale,30.3649,6.9183,96.1522,21.9073,62.4011,50.8219,27.3239,False
NOVARA,VALENZA,3036,3020,3036,153645.0000,18388,1551,40,2019-11,2026-06,52.6400,ufficiale,50.6077,6.0887,96.1393,11.5668,62.4095,55.7072,51.3576,False
MILANO CERTOSA,PIACENZA,2565,2481,2560,178865.0000,20367,1098,81,2019-10,2026-07,72.7100,ufficiale,69.8691,8.2092,96.0929,11.2903,62.4396,55.8747,44.2563,False
CATANIA CENTRALE,LETOJANNI,422,387,422,21359.0000,284,17,29,2019-11,2026-07,52.7000,ufficiale,50.6137,0.7339,96.0413,1.3925,62.4731,61.5803,4.3928,False
CASERTA,VENAFRO,1604,1465,1604,101674.0000,3825,166,48,2020-06,2025-09,66.0300,ufficiale,63.3878,2.6109,95.9985,3.9541,62.5010,60.0285,11.3311,False
MILANO CENTRALE,SONDRIO,11489,11172,11488,1412672.0000,79922,3547,76,2019-10,2026-07,128.1800,ufficiale,122.9694,7.1538,95.9349,5.5810,62.5424,59.1040,31.7490,False
BERGAMO,PESARO,496,495,496,174323.0000,6204,314,11,2020-06,2023-08,366.6800,ufficiale,351.4577,12.5333,95.8486,3.4181,62.5987,60.4433,63.4343,False
ASTI,TORINO PORTA NUOVA,831,820,831,44426.0000,3507,221,31,2019-11,2026-07,55.7800,ufficiale,53.4609,4.2768,95.8424,7.6673,62.6028,57.9656,26.9512,False
CARNIA,UDINE,12605,12496,12605,479249.0000,21279,946,82,2019-10,2026-07,39.6700,ufficiale,38.0205,1.7029,95.8421,4.2926,62.6030,59.9193,7.5704,False
FIRENZE S MARIA NOVELLA,PONTREMOLI,11548,11504,11548,1938384.0000,37178,2047,66,2019-10,2026-05,175.1400,ufficiale,167.8545,3.2317,95.8402,1.8452,62.6042,61.4216,17.7938,False
ARQUATA SCRIVIA,MILANO PORTA GARIBALDI,1296,1268,1296,131133.0000,14695,908,65,2020-05,2025-12,105.6500,ufficiale,101.1829,11.5891,95.7718,10.9693,62.6489,56.2108,71.6088,False
UDINE,VENEZIA S LUCIA,68537,67181,68532,8857119.0000,124795,6092,82,2019-10,2026-07,135.0100,ufficiale,129.2406,1.8576,95.7267,1.3759,62.6784,61.7903,9.0680,False
BOLOGNA CENTRALE,POGGIO RUSCO,76472,66953,76456,4345785.0000,78477,4522,82,2019-10,2026-07,59.4300,ufficiale,56.8403,1.1721,95.6425,1.9723,62.7336,61.4661,6.7540,False
CATANIA CENTRALE,CATENANUOVA CENTURIPE,1305,1173,1305,55521.0000,1228,70,37,2019-10,2026-07,44.5200,ufficiale,42.5448,1.0469,95.5634,2.3515,62.7855,61.2777,5.9676,False
FIRENZE S MARIA NOVELLA,FOLIGNO,27113,25029,27113,4721228.0000,123078,7448,82,2019-10,2026-07,182.2500,ufficiale,174.1315,4.9174,95.5454,2.6982,62.7974,61.0727,29.7575,False
ANCONA,MACERATA,14076,13762,14075,939860.0000,30754,1755,80,2019-10,2026-07,69.8900,ufficiale,66.7751,2.2347,95.5432,3.1975,62.7988,60.7652,12.7525,False
AULLA LUNIGIANA,FIRENZE S MARIA NOVELLA,314,308,314,46525.0000,1103,73,26,2019-10,2026-07,155.1300,ufficiale,148.1688,3.5812,95.5127,2.3085,62.8189,61.3364,23.7013,False
GENOVA PIAZZA PRINCIPE,VOGHERA,625,563,625,45622.0000,2512,183,7,2025-06,2026-07,76.5000,ufficiale,72.9952,4.4618,95.4186,5.8324,62.8808,59.2587,32.5044,False
POGGIO RUSCO,VERONA PORTA NUOVA,1057,270,1057,55879.0000,597,24,80,2019-10,2026-07,55.4100,ufficiale,52.8657,2.2111,95.4082,3.9905,62.8877,60.3630,8.8889,False
BOLOGNA CENTRALE,CESENATICO,712,674,712,75464.0000,4080,195,50,2019-10,2026-07,111.1200,ufficiale,105.9888,6.0534,95.3823,5.4476,62.9048,59.5062,28.9318,False
BOLOGNA CENTRALE,IGEA MARINA,368,368,368,42587.0000,6180,199,55,2020-02,2026-07,121.7100,ufficiale,115.7255,16.7935,95.0830,13.7979,63.1027,55.1061,54.0761,False
GENOVA P PRINCIPE,MILANO PORTA GARIBALDI,1254,1127,1254,167169.0000,10208,604,14,2021-07,2025-03,140.2100,stimata,133.3086,9.0577,95.0778,6.4601,63.1062,59.0912,53.5936,False
AGRIGENTO CENTRALE,PALERMO AEROPORTO,2353,2163,2353,378271.0000,4985,241,15,2025-03,2026-05,169.0900,ufficiale,160.7612,2.3047,95.0743,1.3630,63.1085,62.2166,11.1419,False
VENEZIA S LUCIA,VERONA PORTA NUOVA,131023,113536,130998,14765107.0000,281416,17232,82,2019-10,2026-07,118.8000,ufficiale,112.7125,2.4786,94.8758,2.0864,63.2406,61.8798,15.1776,False
IVREA,TORINO PORTA NUOVA,30797,29974,30794,1777068.0000,82475,4438,81,2019-10,2026-07,60.8300,ufficiale,57.7083,2.7516,94.8681,4.5233,63.2457,60.3674,14.8062,False
BOZZOLO,CREMONA,4837,4742,4837,167316.0000,18649,1298,33,2023-04,2026-07,36.4700,ufficiale,34.5909,3.9327,94.8474,10.7835,63.2595,56.8016,27.3724,False
MILANO CENTRALE,PAVIA,2559,2437,2559,92664.0000,4849,269,53,2019-10,2026-07,38.1900,ufficiale,36.2110,1.9897,94.8181,5.2101,63.2791,59.9831,11.0382,False
MILANO CENTRALE,VERDELLO DALMINE,564,552,564,22818.0000,4951,200,40,2019-11,2026-07,42.6700,ufficiale,40.4574,8.9692,94.8147,21.0199,63.2813,51.7980,36.2319,False
CASSINO,FROSINONE,4227,4197,4225,210250.0000,5750,245,81,2019-10,2026-07,52.5000,ufficiale,49.7633,1.3700,94.7873,2.6096,63.2996,61.6036,5.8375,False
ORVIETO,TERNI,1280,1275,1280,83419.0000,1188,39,65,2020-08,2026-05,68.7800,ufficiale,65.1711,0.9318,94.7530,1.3547,63.3226,62.4300,3.0588,False
BASSANO DEL GRAPPA,VICENZA,7644,7545,7644,276778.0000,13824,757,59,2021-09,2026-07,38.2800,ufficiale,36.2085,1.8322,94.5886,4.7863,63.4326,60.3774,10.0331,False
CAGLIARI,S GAVINO,50312,48274,50308,2360082.0000,43038,1847,82,2019-10,2026-07,49.6200,ufficiale,46.9127,0.8915,94.5438,1.7967,63.4626,62.2791,3.8261,False
OLBIA,SASSARI,11502,11353,11500,1272209.0000,30589,1509,63,2019-10,2025-09,117.0900,ufficiale,110.6269,2.6944,94.4802,2.3011,63.5054,61.9954,13.2916,False
CANCELLO,SALERNO,2512,2063,2512,118250.0000,10579,511,79,2019-10,2026-07,49.8300,ufficiale,47.0740,5.1280,94.4693,10.2909,63.5127,57.2737,24.7698,False
NAPOLI CENTRALE,VENAFRO,3706,3273,3706,347525.0000,15958,737,64,2019-11,2026-06,99.3200,ufficiale,93.7736,4.8756,94.4156,4.9090,63.5488,60.4080,22.5176,False
BARI CENTRALE,BARLETTA,20745,20212,20737,1070941.0000,51564,2591,82,2019-10,2026-07,54.7000,ufficiale,51.6440,2.5512,94.4131,4.6639,63.5505,60.5589,12.8191,False
CATANZARO LIDO,REGGIO CALABRIA CENTRALE,34158,31605,34158,5266217.0000,117359,6008,82,2019-10,2026-07,163.4800,ufficiale,154.1723,3.7133,94.3065,2.2714,63.6223,62.1260,19.0097,False
MESSINA CENTRALE,SIRACUSA,30061,26673,30058,5037220.0000,151981,6702,80,2019-10,2026-07,177.7200,ufficiale,167.5833,5.6979,94.2963,3.2061,63.6292,61.5369,25.1265,False
FOLIGNO,ORTE,2633,2617,2633,203249.0000,4247,231,73,2019-10,2026-07,81.8800,ufficiale,77.1929,1.6229,94.2757,1.9820,63.6431,62.3327,8.8269,False
ANCONA,ASCOLI PICENO,39775,38789,39772,4389749.0000,65180,3876,81,2019-10,2026-06,117.0800,ufficiale,110.3729,1.6804,94.2713,1.4352,63.6461,62.6916,9.9925,False
CHIUSI CHIANCIANO TERME,SIENA,46795,45692,46792,3921686.0000,143031,8446,82,2019-10,2026-07,89.0000,ufficiale,83.8110,3.1303,94.1697,3.5172,63.7148,61.4207,18.4846,False
FOGGIA,MANFREDONIA,4203,4162,4203,141214.0000,9296,347,20,2020-06,2026-07,35.6800,ufficiale,33.5984,2.2335,94.1659,6.2599,63.7174,59.7456,8.3373,False
CASSINO,COLLEFERRO SEGNI PALIANO,3910,3863,3910,310616.0000,4360,203,26,2019-12,2026-07,84.3900,ufficiale,79.4414,1.1287,94.1361,1.3374,63.7375,62.8447,5.2550,False
NAPOLI CENTRALE,POTENZA CENTRALE,376,329,376,57370.0000,2042,112,13,2023-06,2026-02,162.2500,ufficiale,152.5798,6.2067,94.0399,3.8254,63.8027,61.3087,34.0426,False
MILANO CENTRALE,RIMINI,5070,4931,5070,1551452.0000,25607,1544,82,2019-10,2026-07,325.7900,ufficiale,306.0063,5.1931,93.9275,1.5940,63.8791,62.8131,31.3121,False
FOSSANO,TORINO STURA,46374,45984,46366,3128379.0000,64407,3742,82,2019-10,2026-07,71.9700,ufficiale,67.4714,1.4006,93.7493,1.9461,64.0004,62.6989,8.1376,False
GORIZIA CENTRALE,UDINE,302,301,302,9302.0000,786,43,22,2020-06,2026-03,32.8600,ufficiale,30.8013,2.6113,93.7350,7.9467,64.0102,59.0076,14.2857,False
FORMIA GAETA,NAPOLI CENTRALE,18885,17636,18879,1511706.0000,59321,3469,82,2019-10,2026-07,85.4800,ufficiale,80.0734,3.3636,93.6750,3.9350,64.0512,61.4691,19.6700,False
MALPENSA AEROPORTO TERMINAL 2,MILANO CADORNA,22642,22621,22642,999755.0000,45582,2926,14,2025-03,2026-07,47.1500,stimata,44.1549,2.0150,93.6477,4.2737,64.0699,61.2737,12.9349,False
CALTANISSETTA XIRBI,MODICA,5607,5557,5604,1084961.0000,25858,1348,63,2019-10,2026-06,206.7700,ufficiale,193.6047,4.6532,93.6329,2.2504,64.0800,62.5760,24.2577,False
POTENZA INFERIORE,SALERNO,5867,5595,5866,659665.0000,21850,1171,25,2019-10,2021-11,120.1300,stimata,112.4557,3.9053,93.6117,3.2509,64.0946,61.9435,20.9294,False
GENOVA BRIGNOLE,RIMINI,2090,645,2089,774568.0000,1706,88,81,2019-10,2026-07,396.1000,ufficiale,370.7841,2.6450,93.6087,0.6678,64.0966,63.6426,13.6434,False
MILANO CENTRALE,NOVI LIGURE,483,447,483,44125.0000,1938,132,21,2024-01,2026-05,97.6100,ufficiale,91.3561,4.3356,93.5930,4.4417,64.1074,61.2028,29.5302,False
COSENZA,SAPRI,15544,14801,15544,1716246.0000,31492,1717,82,2019-10,2026-07,118.1000,ufficiale,110.4121,2.1277,93.4904,1.8016,64.1777,62.9644,11.6006,False
GIULIANOVA,PESCARA,1910,1818,1910,67134.0000,4825,244,72,2019-10,2026-06,37.6100,ufficiale,35.1487,2.6540,93.4557,7.0567,64.2015,59.6941,13.4213,False
LIVORNO CENTRALE,MILANO CENTRALE,20655,19740,20651,5756641.0000,131000,6946,81,2019-10,2026-07,298.3700,ufficiale,278.7585,6.6363,93.4271,2.2242,64.2212,62.7279,35.1874,False
AREZZO,ROMA TERMINI,329,319,329,61021.0000,1743,57,66,2019-10,2026-01,198.5600,ufficiale,185.4742,5.4639,93.4096,2.7518,64.2332,62.3951,17.8683,False
APRILIA,ROMA TERMINI,1727,1692,1725,63721.0000,5217,322,81,2019-10,2026-07,39.5800,ufficiale,36.9397,3.0833,93.3292,7.7901,64.2885,59.3358,19.0307,False
FIRENZE S MARIA NOVELLA,SPOLETO,1498,1495,1498,289785.0000,4998,277,79,2019-10,2026-07,207.3700,ufficiale,193.4479,3.3431,93.2864,1.6122,64.3181,63.2254,18.5284,False
FIRENZE S MARIA NOVELLA,TERONTOLA CORTONA,2368,2306,2368,220947.0000,8369,479,82,2019-10,2026-07,100.0500,ufficiale,93.3053,3.6292,93.2587,3.6274,64.3372,61.9284,20.7719,False
ARQUATA SCRIVIA,MILANO CENTRALE,2755,2722,2755,266502.0000,18901,1169,72,2019-10,2025-12,103.7600,ufficiale,96.7339,6.9438,93.2285,6.6922,64.3580,60.0476,42.9464,False
FIRENZE S MARIA NOVELLA,ORTE,3084,2861,3084,557356.0000,16472,906,63,2019-11,2026-07,194.1200,ufficiale,180.7250,5.7574,93.0996,2.9659,64.4471,62.4573,31.6672,False
MILANO GRECO PIRELLI,VOGHERA,1185,1177,1185,69628.0000,7868,594,15,2020-06,2026-07,63.1300,ufficiale,58.7578,6.6848,93.0743,10.5889,64.4646,57.8797,50.4673,False
ALESSANDRIA,VOGHERA,18158,17989,18146,643752.0000,44026,2777,81,2019-10,2026-07,38.1200,ufficiale,35.4762,2.4474,93.0647,6.4202,64.4713,60.3107,15.4372,False
VENEZIA MESTRE,VERONA PORTA NUOVA,870,742,870,89231.0000,11039,367,79,2019-10,2026-07,110.3700,ufficiale,102.5644,14.8774,92.9278,13.4795,64.5663,56.3871,49.4609,False
BRA,TORINO PORTA NUOVA,1001,983,999,45324.0000,1646,92,44,2019-10,2025-07,48.8400,ufficiale,45.3694,1.6745,92.8939,3.4285,64.5898,62.2908,9.3591,False
BERGAMO,VENTIMIGLIA,474,462,474,140337.0000,5915,283,41,2020-06,2026-07,318.7300,ufficiale,296.0696,12.8030,92.8904,4.0169,64.5922,61.9148,61.2554,False
BOLZANO,VERONA PORTA NUOVA,66200,55438,66192,8978879.0000,187334,11892,82,2019-10,2026-07,146.1200,ufficiale,135.6490,3.3792,92.8340,2.3126,64.6315,63.0606,21.4510,False
BOLZANO,DOMEGLIARA,600,586,600,70628.0000,5364,320,26,2019-10,2025-02,126.9300,stimata,117.7133,9.1536,92.7388,7.2115,64.6979,60.0298,54.6075,False
OLBIA TERRANOVA,SASSARI,1779,1708,1779,192271.0000,5237,267,14,2022-10,2026-07,116.6900,ufficiale,108.0781,3.0662,92.6199,2.6276,64.7809,62.9938,15.6323,False
ASTI,VOGHERA,11928,11796,11927,798941.0000,40409,2524,52,2021-12,2026-07,72.4100,ufficiale,66.9859,3.4257,92.5092,4.7309,64.8584,61.7029,21.3971,False
DOMODOSSOLA,GALLARATE,1060,936,1060,79457.0000,2486,109,27,2019-10,2026-06,81.1900,ufficiale,74.9594,2.6560,92.3259,3.2713,64.9872,62.7633,11.6453,False
GENOVA SESTRI PONENTE,VENTIMIGLIA,429,423,429,54062.0000,2366,119,11,2021-10,2024-12,136.5400,stimata,126.0186,5.5934,92.2943,4.0965,65.0094,62.2466,28.1324,False
AOSTA,TORINO PORTA NUOVA,19202,19092,19201,2239880.0000,85001,5131,38,2020-12,2024-01,126.4700,stimata,116.6543,4.4522,92.2387,3.5203,65.0486,62.6572,26.8751,False
CHIASSO,GENOVA P PRINCIPE,891,852,891,150330.0000,4869,323,28,2020-12,2025-03,182.9400,stimata,168.7205,5.7148,92.2273,3.1239,65.0567,62.9253,37.9108,False
ORTE,TERONTOLA CORTONA,2308,2280,2308,222916.0000,4147,197,71,2019-10,2026-07,104.7600,ufficiale,96.5841,1.8189,92.1955,1.7362,65.0791,63.8762,8.6404,False
PESCIA,VIAREGGIO,1447,1421,1447,61525.0000,3017,184,26,2019-11,2026-07,46.1200,ufficiale,42.5190,2.1232,92.1921,4.6035,65.0815,61.9863,12.9486,False
CEFALU,PUNTA RAISI,1275,1128,1275,116971.0000,2212,109,21,2020-07,2024-09,99.5300,stimata,91.7420,1.9610,92.1752,1.9703,65.0934,63.7312,9.6631,False
OLBIA TERRANOVA,OZIERI CHILIVANI,876,870,876,56541.0000,1335,76,11,2025-03,2026-07,70.1100,ufficiale,64.5445,1.5345,92.0618,2.1887,65.1736,63.6602,8.7356,False
BARDONECCHIA,GENOVA BRIGNOLE,304,245,304,68283.0000,1768,103,22,2022-12,2025-04,244.3400,ufficiale,224.6151,7.2163,91.9273,2.9534,65.2690,63.2373,42.0408,False
CASERTA,ISERNIA,581,525,581,48602.0000,2249,104,42,2019-11,2026-04,91.0400,ufficiale,83.6523,4.2838,91.8852,4.7054,65.2988,62.1178,19.8095,False
TARVISIO BOSCOVERDE,TRIESTE CENTRALE,15446,15288,15445,2279397.0000,40331,1964,81,2019-10,2026-07,160.8000,ufficiale,147.5815,2.6381,91.7796,1.6406,65.3740,64.2260,12.8467,False
CAMPIGLIA MARITTIMA,PISA CENTRALE,8602,8396,8602,675766.0000,21651,1443,82,2019-10,2026-07,85.6600,ufficiale,78.5592,2.5787,91.7105,3.0104,65.4233,63.3440,17.1868,False
TRIESTE CENTRALE,VENEZIA S LUCIA,111353,109816,111344,17098642.0000,273830,13791,82,2019-10,2026-07,167.4700,ufficiale,153.5659,2.4935,91.6976,1.4889,65.4325,64.3870,12.5583,False
BOLZANO,BRENNERO,15080,14001,15079,1227233.0000,47663,2528,82,2019-10,2026-07,88.7900,ufficiale,81.3869,3.4043,91.6622,3.8341,65.4577,62.8297,18.0559,False
AGRIGENTO CENTRALE,PALERMO CENTRALE,46813,46206,46805,5830078.0000,114944,5368,76,2019-10,2026-05,136.0400,ufficiale,124.5610,2.4876,91.5620,1.8286,65.5293,64.2463,11.6175,False
OLBIA,OZIERI CHILIVANI,2324,2302,2323,149854.0000,6452,351,60,2019-10,2025-09,70.5100,ufficiale,64.5088,2.8028,91.4889,3.9750,65.5817,62.8510,15.2476,False
IMPERIA,VENTIMIGLIA,3828,3813,3828,134297.0000,4950,224,82,2019-10,2026-07,38.3500,ufficiale,35.0828,1.2982,91.4806,3.3851,65.5877,63.2473,5.8746,False
UDINE,VENEZIA MESTRE,551,547,551,63785.0000,8124,217,66,2019-10,2026-07,126.5700,ufficiale,115.7623,14.8519,91.4610,11.7342,65.6017,58.1422,39.6709,False
MILANO CENTRALE,VOGHERA,11750,11451,11749,677252.0000,33921,2089,82,2019-10,2026-07,63.0500,ufficiale,57.6434,2.9623,91.4249,4.6983,65.6277,62.4199,18.2429,False
FIRENZE S MARIA NOVELLA,ROMA TIBURTINA,4850,3948,4850,1135545.0000,15088,755,80,2019-10,2026-07,256.3700,ufficiale,234.1330,3.8217,91.3262,1.4907,65.6986,64.6434,19.1236,False
MILANO GRECO PIRELLI,TORTONA,919,909,919,66567.0000,2917,199,8,2025-12,2026-07,79.3300,ufficiale,72.4342,3.2090,91.3074,4.0452,65.7121,62.9244,21.8922,False
CALTANISSETTA CENTRALE,MODICA,967,959,967,176516.0000,16614,521,64,2019-10,2026-07,200.4400,ufficiale,182.5398,17.3243,91.0696,8.6431,65.8837,60.1729,54.3274,False
BOLOGNA CENTRALE,PRATO CENTRALE,54068,51343,54060,3961058.0000,68625,3987,76,2019-10,2026-07,80.4800,ufficiale,73.2715,1.3366,91.0431,1.6608,65.9028,64.7222,7.7654,False
OZIERI CHILIVANI,SASSARI,10927,10627,10927,463203.0000,23176,1265,78,2019-10,2026-07,46.5900,ufficiale,42.3907,2.1809,90.9867,4.6810,65.9437,62.7171,11.9036,False
BOLZANO,TRENTO,22382,21929,22382,1128073.0000,58004,3987,82,2019-10,2026-07,55.4400,ufficiale,50.4009,2.6451,90.9107,4.7711,65.9988,62.7079,18.1814,False
DOMODOSSOLA,SESTO CALENDE,337,282,337,19650.0000,971,49,12,2019-10,2026-05,64.1900,ufficiale,58.3086,3.4433,90.8375,5.3642,66.0520,62.3690,17.3759,False
FOSSANO,TORINO REBAUDENGO FOSSATA,7830,7829,7830,486600.0000,31593,2177,29,2024-01,2026-07,68.4800,ufficiale,62.1456,4.0354,90.7500,5.8928,66.1157,62.0843,27.8069,False
ARONA,MILANO CENTRALE,7046,6886,7046,434334.0000,35184,2571,42,2019-11,2026-07,68.0900,ufficiale,61.6426,5.1095,90.5311,7.5040,66.2756,61.2025,37.3366,False
PAOLA,SALERNO,2334,1914,2334,457328.0000,4029,182,80,2019-10,2026-07,216.7000,ufficiale,195.9417,2.1050,90.4207,0.9714,66.3565,65.6512,9.5089,False
PESARO,RIMINI,4838,4765,4837,145827.0000,11148,691,81,2019-10,2026-07,33.3800,ufficiale,30.1482,2.3396,90.3183,7.0089,66.4318,61.6478,14.5016,False
MACOMER,OLBIA,2367,2313,2367,264585.0000,5206,271,55,2019-10,2025-09,123.7700,ufficiale,111.7807,2.2508,90.3133,1.8185,66.4354,65.1241,11.7164,False
CATANZARO LIDO,SIBARI,22778,22073,22775,3545355.0000,97561,5674,63,2019-10,2026-07,172.3900,ufficiale,155.6687,4.4199,90.3003,2.5639,66.4449,64.6105,25.7056,False
CATANIA CENTRALE,SIRACUSA,9778,8602,9777,732324.0000,27805,1460,81,2019-10,2026-07,82.9500,ufficiale,74.9027,3.2324,90.2987,3.8968,66.4462,63.6973,16.9728,False
ALESSANDRIA,GENOVA P PRINCIPE,423,421,423,26284.0000,2044,112,25,2019-12,2025-03,68.8300,confermata,62.1371,4.8551,90.2762,7.0538,66.4627,61.6460,26.6033,False
AGRIGENTO CENTRALE,PUNTA RAISI,1469,1309,1469,224984.0000,4524,212,14,2023-12,2025-03,169.9300,stimata,153.1545,3.4561,90.1280,2.0338,66.5720,65.1029,16.1956,False
PESCARA,ROMA TIBURTINA,1978,1835,1978,425798.0000,6195,326,40,2023-04,2026-07,238.9600,ufficiale,215.2669,3.3760,90.0849,1.4128,66.6038,65.5754,17.7657,False
SAVONA,TORINO PORTA NUOVA,28219,27030,28215,3738526.0000,112581,6421,82,2019-10,2026-07,147.2400,ufficiale,132.5014,4.1650,89.9901,2.8287,66.6740,64.6421,23.7551,False
LA SPEZIA CENTRALE,MILANO CENTRALE,10290,9885,10289,2069288.0000,76552,4537,81,2019-10,2026-07,223.7500,ufficiale,201.1165,7.7443,89.8845,3.4611,66.7523,64.2773,45.8978,False
CASSINO,ROMA TERMINI,76920,70852,76916,9376478.0000,154648,6819,81,2019-10,2026-07,135.7400,ufficiale,121.9054,2.1827,89.8080,1.6080,66.8092,65.6340,9.6243,False
ANCONA,PESARO,19513,19372,19513,1043542.0000,37244,2434,82,2019-10,2026-07,59.5700,ufficiale,53.4793,1.9226,89.7756,3.2274,66.8333,64.5140,12.5645,False
MALPENSA AEROPORTO T1,MILANO BOVISA,6679,6047,6679,265305.0000,9806,558,28,2020-12,2023-03,44.3000,ufficiale,39.7223,1.6216,89.6665,3.6606,66.9146,64.2900,9.2277,False
AREZZO,FOLIGNO,375,373,375,39270.0000,4098,124,46,2019-12,2026-07,116.8300,ufficiale,104.7200,10.9866,89.6345,9.4039,66.9385,60.5825,33.2440,False
CHIUSI CHIANCIANO TERME,TERNI,933,927,933,86744.0000,987,50,48,2021-12,2026-05,103.7500,ufficiale,92.9732,1.0647,89.6127,1.0262,66.9548,66.1967,5.3937,False
SALERNO,SAPRI,4939,4808,4939,550959.0000,22618,1403,82,2019-10,2026-07,124.4900,ufficiale,111.5527,4.7042,89.6078,3.7788,66.9585,64.2490,29.1805,False
PAOLA,SAPRI,15186,14126,15182,1253918.0000,27021,1318,82,2019-10,2026-07,92.2100,ufficiale,82.5924,1.9129,89.5699,2.0745,66.9868,65.4705,9.3303,False
PALERMO CENTRALE,SIRACUSA,3684,3606,3681,1016512.0000,16469,635,39,2019-10,2026-06,308.6300,ufficiale,276.1510,4.5671,89.4764,1.4798,67.0568,65.9658,17.6095,False
AOSTA,CHIVASSO,1027,1014,1027,91005.0000,4702,261,29,2020-01,2023-12,99.0600,confermata,88.6125,4.6371,89.4533,4.6811,67.0741,63.7386,25.7396,False
CASERTA,ROCCA RAVINDOLA,712,672,712,46808.0000,2353,100,45,2020-06,2024-02,73.5200,ufficiale,65.7416,3.5015,89.4200,4.7626,67.0991,63.7060,14.8810,False
BATTIPAGLIA,NAPOLI CENTRALE,1947,1812,1947,123576.0000,8869,518,57,2019-12,2026-07,70.9900,ufficiale,63.4700,4.8946,89.4069,6.8948,67.1089,62.3042,28.5872,False
MACOMER,SASSARI,686,614,686,59971.0000,1892,107,14,2021-08,2026-06,97.7900,ufficiale,87.4213,3.0814,89.3970,3.1511,67.1164,64.8312,17.4267,False
MONTALTO CASTRO,ROMA TERMINI,6247,6121,6245,629450.0000,8792,452,79,2019-10,2026-07,112.8200,ufficiale,100.7926,1.4364,89.3393,1.2731,67.1597,66.2160,7.3844,False
BRESCIA,MILANO LAMBRATE,533,521,533,37573.0000,8045,279,70,2019-10,2026-07,78.9600,ufficiale,70.4934,15.4415,89.2774,19.5561,67.2063,55.1301,53.5509,False
MILANO CENTRALE,SIRACUSA,2877,2055,2877,3547562.0000,64218,1243,59,2019-10,2026-07,1385.6500,ufficiale,1233.0768,31.2496,88.9891,2.2552,67.4240,65.7575,60.4866,True
PORTOGRUARO CAORLE,VENEZIA S LUCIA,84870,82910,84861,6171997.0000,152207,7486,82,2019-10,2026-07,81.8100,ufficiale,72.7307,1.8358,88.9019,2.2440,67.4901,65.8285,9.0291,False
IMOLA,RIMINI,25347,22131,25330,1731034.0000,44726,2917,82,2019-10,2026-07,76.9900,ufficiale,68.3393,2.0210,88.7638,2.6250,67.5951,65.6535,13.1806,False
CODOGNO,MANTOVA,813,804,811,64421.0000,7246,515,43,2019-10,2024-01,89.5600,ufficiale,79.4340,9.0124,88.6936,10.0630,67.6486,60.7554,64.0547,False
AGROPOLI CASTELLABATE,NAPOLI CENTRALE,664,636,664,59287.0000,3099,201,29,2021-09,2026-06,100.6700,ufficiale,89.2877,4.8726,88.6934,4.8402,67.6488,64.1481,31.6038,False
BUONCONVENTO,FIRENZE S MARIA NOVELLA,2327,2311,2327,252244.0000,5398,276,75,2019-10,2026-07,122.3400,ufficiale,108.3988,2.3358,88.6045,1.9093,67.7166,66.2882,11.9429,False
BRESCIA,VENEZIA S LUCIA,6179,6006,6179,997106.0000,19994,1271,80,2019-10,2026-07,182.3400,ufficiale,161.3701,3.3290,88.4996,1.8257,67.7969,66.4266,21.1622,False
CEFALU,PALERMO CENTRALE,12677,11846,12677,742116.0000,18833,810,80,2019-10,2026-07,66.2000,ufficiale,58.5403,1.5898,88.4295,2.4015,67.8506,66.0567,6.8378,False
COSENZA,SIBARI,26377,22421,26376,1485906.0000,22739,1025,82,2019-10,2026-07,63.8800,ufficiale,56.3355,1.0142,88.1896,1.5876,68.0352,66.8321,4.5716,False
MALPENSA AEROPORTO T2,MILANO BOVISA,13736,13201,13724,577881.0000,22528,1567,22,2019-10,2024-10,47.7600,ufficiale,42.1073,1.7065,88.1644,3.5732,68.0547,65.4039,11.8703,False
